-268,-776,-204,1
-269,-766,-204,1
-290,-800,-231,1
-299,-805,-245,1
-280,-773,-230,1
-268,-764,-213,1
-267,-778,-208,1
-291,-829,-230,1
-313,-873,-248,1
-320,-884,-249,1
-329,-890,-257,1
-319,-870,-256,1
-296,-820,-240,1
-303,-862,-241,1
-342,-970,-263,1
-400,-1082,-297,1
-423,-1117,-304,1
-423,-1108,-306,1
-416,-1116,-307,1
-411,-1139,-310,1
-412,-1153,-313,1
-435,-1186,-326,1
-474,-1253,-340,1
-455,-1194,-322,1
-396,-1062,-305,1
-374,-1025,-305,1
-355,-999,-289,1
-349,-980,-273,1
-361,-983,-280,1
-356,-951,-283,1
-318,-874,-263,1
-317,-893,-264,1
-321,-923,-267,1
-278,-820,-229,1
-255,-737,-212,1
-263,-737,-228,1
-274,-759,-238,1
-268,-773,-231,1
-256,-782,-214,1
-256,-775,-213,1
-264,-758,-223,1
-256,-717,-214,1
-265,-747,-220,1
-310,-880,-246,1
-315,-942,-240,1
-298,-876,-223,1
-347,-945,-267,1
-394,-1045,-291,1
-367,-1021,-249,1
-376,-1068,-261,1
-424,-1163,-320,1
-392,-1085,-284,1
-382,-1053,-255,1
-435,-1159,-300,1
-442,-1170,-314,1
-413,-1131,-294,1
-426,-1185,-296,1
-433,-1186,-298,1
-414,-1100,-281,1
-420,-1110,-295,1
-437,-1174,-317,1
-400,-1111,-290,1
-369,-1025,-263,1
-357,-981,-257,1
-349,-942,-252,1
-337,-914,-253,1
-330,-895,-263,1
-312,-860,-254,1
-283,-800,-226,1
-259,-752,-204,1
-266,-752,-209,1
-284,-785,-237,1
-292,-798,-251,1
-282,-784,-240,1
-271,-766,-228,1
-272,-775,-231,1
-283,-795,-235,1
-294,-822,-243,1
-316,-878,-260,1
-337,-919,-283,1
-347,-933,-293,1
-348,-943,-282,1
-362,-1001,-283,1
-398,-1102,-306,1
-435,-1177,-335,1
-434,-1150,-334,1
-425,-1125,-326,1
-426,-1143,-329,1
-441,-1198,-336,1
-447,-1239,-338,1
-441,-1199,-337,1
-422,-1129,-329,1
-420,-1107,-325,1
-417,-1131,-322,1
-418,-1166,-315,1
-412,-1153,-312,1
-404,-1095,-308,1
-390,-1044,-304,1
-371,-1013,-290,1
-334,-955,-263,1
-296,-870,-239,1
-276,-799,-230,1
-263,-744,-221,1
-250,-710,-211,1
-247,-714,-210,1
-250,-737,-212,1
-238,-715,-200,1
-229,-688,-194,1
-243,-696,-202,1
-253,-715,-211,1
-268,-762,-216,1
-310,-881,-235,1
-356,-1010,-258,1
-364,-1002,-264,1
-374,-998,-276,1
-398,-1064,-285,1
-416,-1144,-280,1
-430,-1210,-283,1
-444,-1207,-312,1
-438,-1156,-307,1
-438,-1166,-298,1
-467,-1264,-312,1
-474,-1298,-322,1
-442,-1208,-304,1
-416,-1131,-293,1
-424,-1132,-298,1
-416,-1115,-297,1
-383,-1045,-280,1
-355,-986,-266,1
-326,-913,-245,1
-309,-855,-237,1
-308,-843,-243,1
-309,-842,-253,1
-289,-803,-240,1
-258,-733,-215,1
-243,-696,-206,1
-246,-704,-209,1
-252,-717,-216,1
-263,-737,-227,1
-274,-763,-240,1
-281,-774,-242,1
-274,-768,-234,1
-269,-770,-229,1
-275,-786,-237,1
-289,-810,-255,1
-311,-852,-270,1
-355,-958,-295,1
-431,-1146,-333,1
-459,-1232,-339,1
-437,-1198,-318,1
-441,-1194,-329,1
-478,-1273,-366,1
-492,-1307,-375,1
-492,-1315,-364,1
-492,-1324,-354,1
-464,-1258,-336,1
-438,-1178,-332,1
-430,-1150,-341,1
-425,-1148,-331,1
-412,-1136,-305,1
-402,-1110,-293,1
-375,-1035,-293,1
-345,-954,-284,1
-332,-920,-278,1
-319,-903,-259,1
-285,-836,-225,1
-260,-767,-210,1
-258,-737,-221,1
-245,-701,-222,1
-212,-632,-196,1
-191,-590,-176,1
-188,-588,-172,1
-199,-605,-175,1
-214,-638,-180,1
-253,-723,-201,1
-312,-863,-243,1
-347,-940,-266,1
-356,-962,-275,1
-366,-999,-271,1
-362,-1033,-250,1
-379,-1075,-249,1
-467,-1236,-325,1
-532,-1375,-376,1
-516,-1375,-343,1
-487,-1358,-310,1
-462,-1274,-304,1
-443,-1197,-305,1
-464,-1232,-326,1
-476,-1263,-335,1
-431,-1165,-297,1
-372,-1040,-254,1
-337,-948,-240,1
-320,-881,-248,1
-312,-844,-255,1
-307,-830,-253,1
-303,-836,-242,1
-300,-846,-228,1
-295,-839,-223,1
-283,-799,-227,1
-261,-731,-222,1
-243,-680,-217,1
-232,-660,-213,1
-240,-680,-219,1
-260,-734,-228,1
-283,-799,-233,1
-300,-844,-236,1
-294,-833,-232,1
-262,-735,-226,1
-236,-661,-219,1
-242,-676,-233,1
-308,-852,-282,1
-441,-1202,-366,1
-596,-1574,-402,1
-533,-1440,-337,1
-473,-1273,-335,1
-501,-1325,-402,1
-516,-1361,-427,1
-518,-1401,-395,1
-559,-1512,-355,1
-573,-1497,-384,1
-551,-1457,-424,1
-508,-1365,-409,1
-457,-1238,-356,1
-427,-1162,-305,1
-399,-1082,-287,1
-376,-1023,-299,1
-337,-931,-305,1
-272,-754,-267,1
-220,-630,-218,1
-194,-574,-176,1
-179,-551,-156,1
-169,-538,-153,1
-176,-549,-180,1
-193,-582,-207,1
-203,-603,-221,1
-205,-613,-212,1
-215,-648,-192,1
-224,-687,-168,1
-227,-681,-165,1
-264,-734,-213,1
-344,-907,-293,1
-378,-1030,-300,1
-328,-990,-217,1
-360,-1020,-228,1
-436,-1099,-308,1
-474,-1196,-333,1
-560,-1525,-356,1
-538,-1555,-335,1
-529,-1380,-342,1
-573,-1441,-366,1
-636,-1692,-380,1
-622,-1717,-391,1
-548,-1457,-370,1
-491,-1330,-312,1
-513,-1398,-311,1
-559,-1445,-370,1
-490,-1280,-340,1
-378,-1061,-260,1
-341,-969,-234,1
-365,-986,-264,1
-378,-986,-285,1
-341,-913,-266,1
-289,-801,-232,1
-255,-712,-214,1
-238,-667,-208,1
-233,-658,-205,1
-236,-671,-216,1
-225,-636,-213,1
-202,-572,-200,1
-182,-515,-184,1
-178,-510,-184,1
-183,-544,-189,1
-225,-661,-228,1
-320,-876,-297,1
-424,-1106,-345,1
-478,-1272,-326,1
-472,-1272,-318,1
-480,-1264,-368,1
-485,-1276,-405,1
-494,-1321,-407,1
-568,-1490,-418,1
-622,-1608,-419,1
-581,-1534,-423,1
-575,-1531,-464,1
-600,-1568,-483,1
-618,-1620,-445,1
-587,-1561,-393,1
-567,-1486,-424,1
-526,-1382,-424,1
-438,-1191,-360,1
-414,-1140,-326,1
-394,-1074,-298,1
-332,-923,-269,1
-293,-822,-264,1
-263,-742,-266,1
-227,-658,-237,1
-210,-620,-204,1
-208,-633,-184,1
-235,-700,-194,1
-264,-766,-225,1
-284,-794,-252,1
-272,-748,-248,1
-239,-676,-214,1
-194,-582,-164,1
-156,-503,-125,1
-144,-469,-116,1
-171,-519,-153,1
-228,-642,-201,1
-305,-830,-252,1
-439,-1175,-307,1
-554,-1455,-346,1
-549,-1410,-343,1
-520,-1392,-333,1
-533,-1555,-341,1
-590,-1617,-388,1
-608,-1496,-415,1
-557,-1405,-358,1
-513,-1435,-302,1
-527,-1490,-351,1
-515,-1338,-378,1
-471,-1213,-338,1
-468,-1223,-303,1
-474,-1249,-311,1
-409,-1108,-304,1
-309,-871,-252,1
-259,-723,-219,1
-258,-678,-214,1
-268,-695,-222,1
-278,-734,-236,1
-286,-783,-244,1
-279,-783,-242,1
-235,-674,-205,1
-187,-539,-170,1
-171,-495,-164,1
-184,-537,-182,1
-238,-671,-227,1
-324,-868,-288,1
-436,-1109,-339,1
-455,-1196,-312,1
-336,-999,-225,1
-316,-918,-253,1
-469,-1212,-384,1
-621,-1524,-482,1
-557,-1397,-363,1
-463,-1245,-296,1
-447,-1243,-314,1
-531,-1445,-393,1
-646,-1618,-479,1
-598,-1425,-429,1
-498,-1269,-309,1
-475,-1347,-299,1
-516,-1407,-381,1
-498,-1273,-396,1
-472,-1172,-358,1
-468,-1176,-314,1
-409,-1125,-263,1
-358,-1036,-262,1
-353,-988,-296,1
-351,-937,-308,1
-323,-848,-268,1
-287,-784,-214,1
-261,-750,-194,1
-230,-708,-188,1
-217,-676,-197,1
-227,-676,-212,1
-230,-674,-218,1
-219,-650,-205,1
-211,-648,-189,1
-215,-673,-179,1
-222,-684,-172,1
-234,-699,-186,1
-272,-770,-224,1
-318,-879,-261,1
-340,-956,-262,1
-369,-1044,-251,1
-403,-1103,-261,1
-425,-1130,-294,1
-470,-1240,-336,1
-491,-1352,-336,1
-491,-1346,-320,1
-490,-1286,-319,1
-503,-1322,-329,1
-561,-1507,-367,1
-619,-1659,-407,1
-531,-1405,-347,1
-447,-1188,-297,1
-469,-1237,-318,1
-537,-1400,-374,1
-547,-1437,-387,1
-467,-1269,-319,1
-417,-1140,-274,1
-400,-1059,-276,1
-404,-1043,-318,1
-372,-977,-310,1
-313,-858,-262,1
-278,-784,-221,1
-293,-826,-227,1
-306,-859,-243,1
-287,-803,-241,1
-270,-748,-237,1
-275,-748,-247,1
-285,-780,-246,1
-287,-812,-225,1
-306,-875,-224,1
-326,-901,-254,1
-346,-923,-281,1
-387,-1022,-300,1
-474,-1236,-335,1
-550,-1437,-362,1
-490,-1317,-313,1
-437,-1180,-300,1
-502,-1296,-366,1
-579,-1461,-410,1
-546,-1405,-349,1
-498,-1305,-321,1
-480,-1248,-331,1
-502,-1304,-353,1
-550,-1425,-388,1
-536,-1376,-368,1
-503,-1300,-327,1
-468,-1243,-309,1
-435,-1171,-310,1
-407,-1097,-313,1
-394,-1043,-302,1
-378,-1009,-273,1
-339,-938,-237,1
-294,-844,-222,1
-270,-776,-228,1
-242,-701,-220,1
-204,-612,-185,1
-178,-554,-159,1
-162,-525,-149,1
-158,-510,-147,1
-159,-515,-152,1
-186,-572,-170,1
-249,-710,-209,1
-299,-836,-233,1
-342,-947,-247,1
-384,-1035,-273,1
-389,-1056,-279,1
-359,-1019,-249,1
-377,-1083,-257,1
-452,-1234,-311,1
-525,-1359,-358,1
-533,-1392,-350,1
-531,-1444,-341,1
-529,-1482,-341,1
-544,-1471,-359,1
-566,-1479,-383,1
-577,-1504,-378,1
-530,-1419,-339,1
-478,-1306,-323,1
-426,-1167,-307,1
-398,-1061,-289,1
-395,-1019,-287,1
-398,-1035,-296,1
-371,-1003,-278,1
-318,-893,-248,1
-283,-791,-231,1
-254,-705,-219,1
-236,-650,-210,1
-240,-666,-215,1
-265,-737,-234,1
-297,-810,-257,1
-298,-812,-246,1
-264,-755,-218,1
-236,-703,-199,1
-246,-712,-217,1
-293,-792,-257,1
-349,-899,-289,1
-373,-960,-289,1
-384,-1010,-282,1
-419,-1136,-305,1
-476,-1278,-340,1
-532,-1389,-373,1
-588,-1471,-417,1
-572,-1425,-406,1
-536,-1400,-374,1
-549,-1480,-384,1
-578,-1521,-419,1
-590,-1497,-430,1
-605,-1527,-435,1
-580,-1514,-411,1
-516,-1405,-369,1
-499,-1335,-372,1
-513,-1340,-388,1
-512,-1324,-375,1
-468,-1250,-335,1
-394,-1089,-292,1
-321,-903,-260,1
-290,-804,-248,1
-270,-744,-238,1
-238,-673,-209,1
-218,-626,-190,1
-215,-628,-187,1
-230,-670,-201,1
-248,-711,-207,1
-255,-724,-198,1
-245,-697,-186,1
-230,-652,-178,1
-209,-612,-178,1
-196,-590,-176,1
-193,-594,-165,1
-205,-641,-152,1
-245,-730,-161,1
-305,-841,-198,1
-370,-947,-255,1
-384,-995,-286,1
-380,-1034,-286,1
-373,-1088,-255,1
-430,-1246,-249,1
-593,-1524,-340,1
-672,-1612,-428,1
-611,-1529,-424,1
-543,-1504,-369,1
-485,-1395,-302,1
-541,-1381,-333,1
-621,-1477,-415,1
-575,-1404,-398,1
-501,-1298,-365,1
-447,-1224,-332,1
-425,-1168,-297,1
-473,-1218,-319,1
-521,-1263,-372,1
-443,-1093,-343,1
-356,-944,-297,1
-319,-895,-272,1
-292,-843,-245,1
-280,-787,-227,1
-300,-804,-245,1
-298,-800,-252,1
-248,-692,-227,1
-192,-581,-193,1
-178,-541,-180,1
-178,-549,-180,1
-176,-553,-174,1
-196,-602,-174,1
-290,-816,-228,1
-438,-1139,-322,1
-523,-1350,-372,1
-427,-1178,-301,1
-362,-1041,-260,1
-398,-1110,-285,1
-509,-1345,-336,1
-582,-1485,-387,1
-543,-1362,-375,1
-454,-1205,-312,1
-444,-1232,-276,1
-512,-1390,-336,1
-621,-1566,-435,1
-624,-1533,-426,1
-629,-1598,-406,1
-607,-1687,-378,1
-561,-1563,-358,1
-527,-1366,-379,1
-449,-1144,-347,1
-379,-1007,-293,1
-370,-1063,-276,1
-285,-879,-212,1
-211,-650,-179,1
-189,-535,-195,1
-166,-470,-200,1
-144,-413,-184,1
-103,-327,-139,1
-65,-245,-95,1
-53,-199,-68,1
-59,-190,-59,1
-81,-219,-76,1
-104,-258,-98,1
-132,-324,-124,1
-204,-503,-186,1
-633,-1549,-453,1
-1030,-1998,-576,1
-309,-829,-193,1
-300,-772,-276,1
-294,-708,-196,1
-537,-1320,-274,1
-855,-1998,-518,1
-449,-1196,-349,1
-408,-1002,-335,1
-529,-1254,-272,1
-591,-1674,-320,1
-505,-1465,-308,1
-446,-1133,-343,1
-321,-849,-218,1
-270,-759,-177,1
-232,-684,-122,1
-319,-870,-211,1
-376,-1001,-277,1
-419,-1054,-309,1
-407,-1023,-279,1
-415,-1022,-257,1
-428,-1084,-268,1
-482,-1230,-354,1
-499,-1225,-410,1
-510,-1219,-394,1
-484,-1196,-321,1
-475,-1182,-314,1
-477,-1136,-364,1
-497,-1139,-423,1
-484,-1078,-423,1
-397,-906,-325,1
-299,-739,-221,1
-286,-723,-236,1
-343,-823,-315,1
-412,-961,-375,1
-454,-1083,-360,1
-389,-1022,-276,1
-320,-881,-247,1
-312,-847,-281,1
-295,-819,-281,1
-254,-758,-255,1
-248,-747,-251,1
-243,-730,-242,1
-202,-640,-207,1
-160,-560,-177,1
-161,-562,-181,1
-228,-703,-235,1
-327,-946,-300,1
-528,-1460,-405,1
-701,-1876,-417,1
-492,-1274,-326,1
-559,-1487,-442,1
-563,-1779,-460,1
-618,-1752,-390,1
-843,-1998,-508,1
-647,-1718,-421,1
-631,-1844,-486,1
-643,-1790,-493,1
-551,-1596,-356,1
-575,-1524,-347,1
-620,-1520,-470,1
-478,-1296,-408,1
-325,-1036,-275,1
-335,-977,-261,1
-393,-1001,-292,1
-366,-925,-281,1
-306,-838,-261,1
-267,-757,-258,1
-217,-634,-243,1
-165,-488,-193,1
-138,-388,-142,1
-129,-343,-121,1
-130,-335,-145,1
-138,-351,-179,1
-151,-373,-202,1
-174,-415,-224,1
-205,-503,-250,1
-300,-762,-319,1
-498,-1211,-408,1
-566,-1453,-357,1
-546,-1285,-397,1
-453,-1062,-388,1
-371,-1001,-339,1
-433,-1291,-343,1
-756,-1936,-486,1
-846,-1952,-520,1
-589,-1502,-415,1
-532,-1628,-404,1
-621,-1796,-416,1
-807,-1990,-470,1
-748,-1781,-480,1
-580,-1504,-413,1
-472,-1427,-338,1
-448,-1314,-299,1
-498,-1261,-331,1
-476,-1157,-342,1
-385,-970,-291,1
-301,-824,-248,1
-238,-722,-210,1
-196,-623,-174,1
-190,-573,-159,1
-211,-587,-176,1
-221,-595,-194,1
-200,-558,-192,1
-186,-536,-183,1
-190,-551,-176,1
-193,-572,-161,1
-178,-557,-138,1
-195,-598,-140,1
-310,-826,-229,1
-436,-1087,-315,1
-495,-1240,-337,1
-533,-1372,-334,1
-502,-1399,-302,1
-481,-1353,-275,1
-656,-1676,-402,1
-817,-1998,-515,1
-675,-1745,-382,1
-604,-1683,-328,1
-625,-1718,-361,1
-716,-1816,-445,1
-744,-1841,-475,1
-629,-1641,-371,1
-500,-1426,-287,1
-529,-1415,-356,1
-578,-1439,-411,1
-530,-1325,-370,1
-436,-1134,-306,1
-353,-962,-261,1
-293,-806,-243,1
-282,-730,-250,1
-283,-698,-264,1
-263,-655,-250,1
-224,-582,-221,1
-177,-493,-185,1
-150,-444,-166,1
-133,-410,-158,1
-120,-381,-160,1
-120,-373,-166,1
-127,-394,-179,1
-157,-452,-204,1
-204,-536,-236,1
-277,-691,-282,1
-398,-974,-331,1
-493,-1292,-349,1
-521,-1464,-376,1
-491,-1305,-394,1
-563,-1378,-466,1
-749,-1770,-577,1
-777,-1996,-523,1
-649,-1795,-433,1
-707,-1889,-534,1
-930,-1998,-697,1
-826,-1998,-588,1
-638,-1725,-448,1
-620,-1710,-446,1
-678,-1779,-526,1
-604,-1540,-499,1
-526,-1344,-416,1
-457,-1227,-341,1
-376,-1078,-298,1
-356,-1006,-316,1
-340,-929,-326,1
-301,-812,-293,1
-276,-745,-252,1
-249,-689,-210,1
-207,-616,-177,1
-193,-577,-181,1
-190,-552,-194,1
-172,-496,-190,1
-155,-441,-172,1
-147,-409,-153,1
-151,-397,-144,1
-159,-406,-144,1
-172,-432,-141,1
-208,-513,-157,1
-304,-738,-223,1
-550,-1329,-380,1
-703,-1730,-431,1
-556,-1348,-337,1
-508,-1229,-320,1
-632,-1493,-349,1
-914,-1998,-480,1
-734,-1916,-466,1
-629,-1564,-384,1
-809,-1915,-430,1
-868,-1998,-474,1
-756,-1936,-450,1
-734,-1757,-428,1
-665,-1664,-351,1
-669,-1719,-366,1
-718,-1751,-434,1
-594,-1461,-361,1
-499,-1258,-290,1
-460,-1146,-269,1
-406,-1019,-260,1
-366,-919,-267,1
-338,-836,-262,1
-312,-766,-245,1
-279,-689,-221,1
-229,-572,-187,1
-186,-466,-173,1
-150,-379,-168,1
-123,-317,-162,1
-107,-286,-159,1
-99,-273,-161,1
-97,-276,-170,1
-101,-289,-177,1
-119,-318,-194,1
-160,-413,-236,1
-253,-635,-308,1
-528,-1314,-458,1
-869,-1998,-469,1
-653,-1844,-434,1
-529,-1283,-498,1
-484,-1131,-494,1
-654,-1463,-543,1
-931,-1998,-545,1
-767,-1998,-446,1
-672,-1768,-562,1
-886,-1998,-717,1
-883,-1998,-545,1
-559,-1650,-326,1
-567,-1518,-411,1
-664,-1671,-536,1
-589,-1455,-461,1
-511,-1310,-348,1
-443,-1202,-266,1
-340,-1021,-254,1
-353,-1013,-326,1
-362,-977,-347,1
-292,-784,-273,1
-227,-653,-195,1
-198,-611,-165,1
-165,-567,-163,1
-131,-490,-164,1
-119,-428,-164,1
-109,-387,-163,1
-107,-373,-161,1
-104,-357,-156,1
-100,-350,-135,1
-111,-395,-116,1
-195,-604,-137,1
-565,-1484,-326,1
-896,-1992,-552,1
-487,-1094,-391,1
-441,-1059,-380,1
-374,-1202,-233,1
-450,-1442,-106,1
-1198,-1998,-820,1
-732,-1575,-532,1
-517,-1382,-292,1
-552,-1925,-337,1
-683,-1842,-393,1
-701,-1613,-446,1
-812,-1877,-594,1
-640,-1622,-436,1
-391,-1296,-208,1
-416,-1240,-258,1
-594,-1382,-420,1
-605,-1397,-447,1
-492,-1202,-369,1
-342,-966,-259,1
-238,-784,-175,1
-234,-720,-181,1
-301,-761,-253,1
-333,-799,-299,1
-278,-700,-266,1
-196,-541,-203,1
-147,-442,-167,1
-116,-383,-139,1
-100,-354,-128,1
-96,-357,-133,1
-119,-415,-168,1
-206,-600,-246,1
-354,-896,-357,1
-513,-1189,-429,1
-526,-1279,-354,1
-391,-1165,-268,1
-377,-1148,-326,1
-512,-1368,-466,1
-740,-1795,-601,1
-848,-1998,-575,1
-617,-1755,-405,1
-578,-1716,-433,1
-744,-1994,-605,1
-827,-1998,-618,1
-687,-1714,-447,1
-527,-1522,-372,1
-502,-1468,-405,1
-545,-1454,-460,1
-562,-1402,-452,1
-462,-1176,-342,1
-356,-993,-264,1
-298,-891,-259,1
-262,-788,-259,1
-241,-710,-249,1
-245,-683,-245,1
-246,-663,-229,1
-215,-593,-189,1
-168,-516,-147,1
-149,-498,-149,1
-151,-501,-159,1
-152,-484,-162,1
-155,-482,-157,1
-182,-531,-166,1
-242,-660,-189,1
-318,-857,-221,1
-456,-1226,-302,1
-540,-1406,-375,1
-451,-1171,-328,1
-439,-1126,-296,1
-506,-1340,-278,1
-652,-1741,-345,1
-699,-1799,-469,1
-577,-1503,-390,1
-611,-1614,-348,1
-744,-1994,-390,1
-728,-1901,-426,1
-642,-1672,-405,1
-611,-1607,-382,1
-624,-1670,-365,1
-642,-1721,-367,1
-628,-1640,-400,1
-547,-1434,-380,1
-457,-1214,-317,1
-411,-1112,-289,1
-402,-1079,-291,1
-407,-1065,-307,1
-398,-1024,-309,1
-359,-915,-288,1
-278,-726,-242,1
-210,-577,-204,1
-159,-459,-181,1
-122,-378,-166,1
-106,-337,-161,1
-100,-312,-152,1
-95,-305,-155,1
-98,-308,-163,1
-111,-330,-172,1
-152,-416,-207,1
-247,-629,-281,1
-472,-1164,-426,1
-916,-1998,-537,1
-643,-1987,-433,1
-481,-1248,-435,1
-467,-1134,-464,1
-666,-1542,-568,1
-950,-1998,-625,1
-683,-1952,-413,1
-531,-1498,-429,1
-694,-1764,-645,1
-844,-1946,-654,1
-644,-1644,-408,1
-442,-1289,-296,1
-482,-1288,-398,1
-542,-1421,-497,1
-486,-1278,-432,1
-479,-1230,-355,1
-410,-1071,-292,1
-294,-846,-237,1
-306,-889,-278,1
-342,-948,-323,1
-279,-800,-267,1
-253,-724,-219,1
-262,-714,-207,1
-228,-640,-188,1
-182,-550,-163,1
-160,-515,-163,1
-156,-501,-163,1
-159,-487,-156,1
-187,-535,-161,1
-279,-724,-210,1
-441,-1103,-288,1
-603,-1552,-365,1
-566,-1444,-391,1
-450,-1200,-332,1
-440,-1226,-261,1
-644,-1734,-317,1
-871,-1998,-542,1
-656,-1640,-432,1
-555,-1512,-309,1
-636,-1769,-333,1
-757,-1946,-445,1
-721,-1799,-450,1
-631,-1628,-393,1
-555,-1539,-329,1
-538,-1524,-309,1
-583,-1506,-377,1
-578,-1435,-404,1
-527,-1341,-369,1
-461,-1256,-316,1
-425,-1188,-302,1
-405,-1080,-289,1
-369,-930,-282,1
-333,-831,-286,1
-283,-726,-269,1
-212,-584,-228,1
-153,-462,-184,1
-118,-377,-152,1
-100,-322,-138,1
-96,-308,-136,1
-98,-313,-147,1
-106,-333,-160,1
-126,-376,-181,1
-180,-482,-229,1
-273,-676,-304,1
-442,-1041,-398,1
-621,-1622,-424,1
-597,-1798,-400,1
-561,-1467,-440,1
-556,-1340,-490,1
-700,-1633,-576,1
-877,-1998,-640,1
-708,-1998,-432,1
-665,-1810,-501,1
-834,-1998,-699,1
-836,-1991,-629,1
-630,-1738,-415,1
-533,-1513,-368,1
-575,-1502,-479,1
-585,-1482,-520,1
-475,-1211,-410,1
-423,-1100,-323,1
-340,-960,-255,1
-313,-917,-266,1
-395,-1091,-358,1
-393,-1057,-367,1
-307,-856,-277,1
-275,-753,-231,1
-222,-612,-183,1
-157,-467,-142,1
-125,-407,-137,1
-116,-385,-134,1
-109,-362,-126,1
-111,-360,-113,1
-149,-434,-129,1
-302,-783,-222,1
-687,-1737,-415,1
-690,-1846,-426,1
-452,-1065,-364,1
-310,-810,-259,1
-244,-760,-109,1
-448,-1372,-163,1
-1002,-1998,-669,1
-561,-1290,-407,1
-448,-1062,-289,1
-498,-1398,-237,1
-639,-1904,-335,1
-710,-1734,-457,1
-687,-1598,-471,1
-689,-1654,-403,1
-565,-1721,-292,1
-581,-1685,-348,1
-636,-1554,-422,1
-628,-1507,-430,1
-560,-1394,-384,1
-403,-1132,-273,1
-321,-941,-229,1
-318,-835,-253,1
-335,-805,-276,1
-318,-765,-274,1
-266,-669,-246,1
-223,-597,-230,1
-43,-631,-298,1
224,-536,-246,1
13,-374,-66,1
-159,-421,-144,1
-172,-453,-172,1
-187,-515,-238,1
-248,-648,-293,1
-326,-761,-283,1
-362,-862,-309,1
-390,-1025,-285,1
-368,-1224,-270,1
-498,-1431,-396,1
-613,-1456,-506,1
-463,-1044,-389,1
-345,-850,-273,1
-346,-1057,-280,1
-539,-1592,-411,1
-630,-1710,-426,1
-563,-1395,-433,1
-485,-1146,-403,1
-370,-970,-288,1
-238,-841,-162,1
-275,-873,-211,1
-367,-945,-323,1
-353,-862,-329,1
